file,is_real
../dataset/IIIT-CFW1.0/realFaces/ScarlettJohansson0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/NarendraModi0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PrincessDiana0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/ManmohanSingh0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PrincessDiana0008.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PaulMcCartney0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MarilynMonroe0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnnyDepp0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PrincessDiana0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/ScarlettJohansson0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MichaelJordan0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Rajinikanth0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/OprahWinfrey0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/TaylorSwift0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DanielCraig0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MichaelJackson0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/NicoleKidman0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PopeJohnPaulII0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DavidBeckham0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PopeJohnPaulII0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DalaiLama0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BruceLee0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/HughJackman0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JKRowling0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PrinceCharles0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DwayneJohnson0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PrincessDiana0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MeganFox0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MichaelPhelps0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MartinLutherKing0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PabloPicasso0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BradPitt0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/RobynRihannaFenty0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/TigerWoods0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MichaelJordan0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Shakira0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AishwaryaRai0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnLennon0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MattDamon0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnnyDepp0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AngelinaJolie0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/QueenElizabethII0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JKRowling0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Beyonce0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/RowanAtkinson0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/RussellCrowe0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LanceArmstrong0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AishwaryaRai0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MartinLutherKing0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DalaiLama0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/ManmohanSingh0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SelenaGomez0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PrinceCharles0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/QuentinTarantino0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnnyDepp0008.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Rajinikanth0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BritneySpears0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LionelMessi0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SteveJobs0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/CharlieChaplin0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/RowanAtkinson0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/RobynRihannaFenty0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/NelsonMandela0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DanielCraig0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MalcolmX0008.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Shakira0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AbrahamLincoln0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/HillaryClinton0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DanielCraig0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SylvesterStallone0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/WinstonChurchill0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MeganFox0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/IndiraGandhi0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LeonardoDiCaprio0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DwayneJohnson0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LanceArmstrong0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LucilleBall0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/NicoleKidman0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SteveJobs0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MeganFox0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PabloPicasso0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/WinstonChurchill0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MarilynMonroe0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SteveJobs0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/ArnoldSchwazegger0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MichaelPhelps0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BhagatSingh0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PrinceCharles0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AamirKhan0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AbrahamLincoln0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SachinTendulkar0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BillClinton0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LeonardoDiCaprio0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/IndiraGandhi0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MartinLutherKing0008.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Beyonce0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AngelinaJolie0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnLennon0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Beyonce0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BillGates0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Beyonce0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MattDamon0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/RobynRihannaFenty0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LucianoPavarotti0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LouisArmstrong0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PeterSellers0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Rajinikanth0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SylvesterStallone0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JimCarrey0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LeonardoDiCaprio0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MotherTeresa0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/NicoleKidman0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SachinTendulkar0006.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnLennon0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/DanielCraig0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MattDamon0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/SachinTendulkar0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JKRowling0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JackieChan0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/TaylorSwift0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BritneySpears0007.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/IndiraGandhi0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/HughJackman0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BarackObama0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/AlbertEinstein0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/ScarlettJohansson0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JustinBieber0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LucianoPavarotti0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MichaelJackson0008.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/ElvisPresley0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MorganFreeman0001.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Shakira0004.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/VladimirPutin0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/Amitabhbachan0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnFKennedy0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/BritneySpears0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JohnFKennedy0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MarkZuckerberg0008.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/ManmohanSingh0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/IndiraGandhi0005.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/JawaharlalNehru0009.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/MahatmaGandhi0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/EmmaWatson0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/QuentinTarantino0003.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/PeterSellers0002.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/KatrinaKaif0010.jpg,1.0
../dataset/IIIT-CFW1.0/realFaces/LouisArmstrong0004.jpg,1.0
